@relation /mhome/zuberif/Datasets/-10011/svmguide1.libsvm

@attribute att_1 numeric
@attribute att_2 numeric
@attribute att_3 numeric
@attribute att_4 numeric
@attribute class numeric

@data
{0 29.18199,1 100.924,2 0.103217,3 110.7631,4 1}
{0 98.92102,1 346.939,2 -0.176178,3 168.9009,4 1}
{0 121.463,1 142.523,2 -0.193379,3 156.7471,4 1}
{0 19.3769,1 56.2636,2 0.426781,3 128.2069,4 1}
{0 36.04401,1 279.665,2 0.128447,3 132.629,4 1}
{0 42.34702,1 146.395,2 -0.191331,3 149.7679,4 1}
{0 40.30499,1 179.917,2 0.057521,3 106.6899,4 1}
{0 19.5933,1 109.3811,2 0.102009,3 107.2062,4 1}
{0 20.77319,1 60.6932,2 0.205286,3 154.3163,4 1}
{0 58.053,1 102.058,2 0.226609,3 159.4992,4 1}
{0 38.39603,1 157.299,2 -0.158654,3 140.8908,4 1}
{0 43.26099,1 212.2469,2 0.161897,3 114.9462,4 1}
{0 34.9385,1 75.7478,2 -0.13211,3 138.0179,4 1}
{0 26.71899,1 207.01,2 -0.130162,3 97.81552,4 1}
{0 24.15299,1 42.96099,2 -0.152381,3 99.71343,4 1}
{0 27.1206,1 58.4466,2 -0.435274,3 131.967,4 1}
{0 57.05701,1 170.859,2 -0.202338,3 151.0066,4 1}
{0 28.126,1 85.367,2 -0.14092,3 111.7794,4 1}
{0 58.8079,1 84.69189,2 -0.177754,3 157.03,4 1}
{0 61.79498,1 231.372,2 -0.094612,3 120.0357,4 1}
{0 24.5819,1 58.5688,2 -0.340848,3 92.54749,4 1}
{0 39.1273,1 85.06729,2 0.149584,3 116.9375,4 1}
{0 40.82501,1 246.092,2 -0.170309,3 132.2747,4 1}
{0 33.41595,1 186.524,2 -0.070125,3 96.75258,4 1}
{0 27.9622,1 126.8542,2 -0.151815,3 125.6828,4 1}
{0 23.9754,1 62.0246,2 0.100061,3 123.491,4 1}
{0 57.31001,1 101.359,2 -0.201103,3 161.7267,4 1}
{0 26.728,1 67.4795,2 -0.324111,3 99.92218,4 1}
{0 21.364,1 111.981,2 0.364713,3 139.6191,4 1}
{0 30.88501,1 134.727,2 0.190863,3 97.9144,4 1}
{0 41.907,1 165.48,2 0.190852,3 123.8508,4 1}
{0 24.3799,1 63.7068,2 0.310531,3 93.09132,4 1}
{0 24.5203,1 43.8942,2 -0.162712,3 99.42779,4 1}
{0 106.33,1 494.01,2 -0.174776,3 168.7169,4 1}
{0 18.1181,1 59.0519,2 -0.176399,3 101.3147,4 1}
{0 24.73898,1 264.392,2 0.185723,3 138.1332,4 1}
{0 49.01703,1 91.92694,2 0.294324,3 174.7375,4 1}
{0 145.6699,1 206.98,2 -0.13768,3 151.8993,4 1}
{0 22.752,1 87.1076,2 -0.087741,3 103.2319,4 1}
{0 31.52301,1 214.096,2 0.096839,3 110.3731,4 1}
{0 154.6801,1 187.12,2 -0.15251,3 163.5093,4 1}
{0 61.659,1 302.716,2 0.146299,3 141.572,4 1}
{0 35.687,1 124.8,2 -0.143801,3 120.0357,4 1}
{0 91.40302,1 362.993,2 -0.080324,3 158.7164,4 1}
{0 23.3044,1 74.9465,2 -0.137518,3 112.2738,4 1}
{0 41.12799,1 132.603,2 -0.169409,3 122.5104,4 1}
{0 23.21101,1 124.305,2 0.151793,3 107.5688,4 1}
{0 33.511,1 103.598,2 0.185746,3 130.9123,4 1}
{0 33.02699,1 96.87999,2 0.146243,3 106.2065,4 1}
{0 17.077,1 163.391,2 0.110314,3 49.15633,4 1}
{0 28.55701,1 152.732,2 -0.120571,3 136.1309,4 1}
{0 22.61099,1 159.893,2 0.299336,3 88.53742,4 1}
{0 83.168,1 284.804,2 -0.10226,3 163.9103,4 1}
{0 35.43402,1 155.325,2 0.138901,3 104.7095,4 1}
{0 55.155,1 130.041,2 0.06421,3 107.3188,4 1}
{0 22.81799,1 103.614,2 -0.164719,3 88.09796,4 1}
{0 19.849,1 128.433,2 0.195879,3 88.05127,4 1}
{1 73.9603,2 0.377504,3 96.25819,4 1}
{0 290.88,1 320.1799,2 -0.272824,3 178.19,4 1}
{0 25.0573,1 45.5743,2 0.319667,3 125.062,4 1}
{0 29.69897,1 142.797,2 0.274899,3 140.9924,4 1}
{0 80.55798,1 248.684,2 -0.320256,3 155.0579,4 1}
{0 59.74002,1 182.387,2 0.191629,3 168.9888,4 1}
{0 27.91699,1 163.623,2 0.145835,3 114.6853,4 1}
{0 43.689,1 199.925,2 -0.165576,3 136.3918,4 1}
{0 16.3605,1 101.9421,2 0.387641,3 30.99016,4 1}
{0 23.54001,1 154.087,2 -0.17252,3 97.27718,4 1}
{0 43.03601,1 158.994,2 0.117403,3 130.3932,4 1}
{0 22.83401,1 114.565,2 -0.06579,3 135.9826,4 1}
{0 24.59801,1 32.93901,2 0.335963,3 109.3898,4 1}
{0 20.9576,1 51.8426,2 0.332397,3 85.95834,4 1}
{0 132.9659,1 288.766,2 0.179413,3 144.4092,4 1}
{0 73.685,1 243.764,2 0.227593,3 162.7292,4 1}
{0 43.71002,1 196.415,2 0.071355,3 97.0602,4 1}
{0 53.37201,1 173.826,2 -0.102951,3 119.6182,4 1}
{0 126.79,1 394.15,2 -0.162021,3 156.2966,4 1}
{0 28.94701,1 118.577,2 0.176302,3 150.9737,4 1}
{0 31.85899,1 129.878,2 -0.187285,3 148.304,4 1}
{0 60.7525,1 141.8985,2 -0.124676,3 133.2854,4 1}
{0 35.6679,1 157.1939,2 -0.085336,3 163.6933,4 1}
{0 27.8928,1 91.6158,2 -0.180958,3 113.3065,4 1}
{0 19.8099,1 119.0927,2 0.223799,3 99.10643,4 1}
{0 21.49741,1 111.2884,2 0.188864,3 95.99725,4 1}
{0 37.491,1 175.684,2 0.092706,3 129.8192,4 1}
{0 35.99001,1 81.31601,2 0.155751,3 97.30465,4 1}
{0 120.876,1 561.603,2 -0.125123,3 159.7629,4 1}
{0 27.703,1 202.161,2 -0.22459,3 123.5404,4 1}
{0 47.849,1 141.504,2 0.148527,3 132.2032,4 1}
{0 21.1318,1 63.5098,2 -0.195703,3 150.1579,4 1}
{0 143.011,1 265.205,2 -0.224348,3 162.5287,4 1}
{0 33.06,1 183.95,2 -0.224395,3 149.323,4 1}
{0 32.37997,1 119.423,2 0.22578,3 149.6745,4 1}
{0 22.61499,1 208.343,2 -0.157982,3 84.08789,4 1}
{0 20.91705,1 138.235,2 -0.124568,3 78.51499,4 1}
{0 22.52599,1 95.677,2 -0.158159,3 125.463,4 1}
{0 45.3806,1 127.7656,2 -0.144657,3 164.5228,4 1}
{0 38.114,1 237.931,2 0.204885,3 136.8313,4 1}
{1 108.22,2 0.337867,3 92.94576,4 1}
{0 163.58,1 359.3,2 -0.127499,3 147.4855,4 1}
{0 25.4269,1 73.99241,2 -0.097104,3 130.6899,4 1}
{0 62.76495,1 244.119,2 0.162521,3 116.8249,4 1}
{0 20.021,1 59.005,2 0.273859,3 91.6878,4 1}
{0 111.09,1 209.72,2 -0.146735,3 149.1499,4 1}
{0 29.4467,1 141.7047,2 0.196065,3 118.1982,4 1}
{0 30.05002,1 108.79,2 -0.184395,3 122.233,4 1}
{0 22.46399,1 137.575,2 0.200429,3 113.2076,4 1}
{0 30.543,1 102.78,2 0.195121,3 137.2296,4 1}
{0 42.01202,1 194.008,2 0.067252,3 112.8203,4 1}
{0 22.06599,1 143.773,2 -0.15654,3 126.9325,4 1}
{0 31.215,1 106.604,2 -0.288517,3 99.7409,4 1}
{0 25.747,1 42.25,2 0.201282,3 170.0188,4 1}
{0 20.65001,1 184.161,2 -0.140882,3 79.2401,4 1}
{0 18.7177,1 151.2708,2 -0.266681,3 71.35729,4 1}
{0 23.84601,1 157.916,2 -0.288711,3 96.43946,4 1}
{0 19.62099,1 116.425,2 -0.087546,3 109.7057,4 1}
{0 29.85098,1 111.224,2 -0.160757,3 142.4756,4 1}
{0 26.00699,1 186.492,2 0.289092,3 91.31152,4 1}
{0 16.7061,1 83.0808,2 0.269525,3 112.2957,4 1}
{0 30.703,1 85.65799,2 0.235023,3 154.8766,4 1}
{0 48.4308,1 156.2031,2 0.171642,3 175.8801,4 1}
{0 45.72095,1 134.607,2 -0.153046,3 106.0087,4 1}
{0 91.26501,1 308.078,2 0.082915,3 160.1172,4 1}
{0 23.5173,1 70.84331,2 0.233531,3 108.6207,4 1}
{0 64.59302,1 274.5031,2 -0.307868,3 163.751,4 1}
{0 138.12,1 354.75,2 -0.158762,3 172.4193,4 1}
{0 22.347,1 127.211,2 -0.201708,3 148.2518,4 1}
{0 24.017,1 62.338,2 0.234322,3 112.0293,4 1}
{0 23.0125,1 120.3248,2 0.181023,3 123.6942,4 1}
{0 28.814,1 118.21,2 0.363522,3 142.3795,4 1}
{0 29.88901,1 245.002,2 -0.295818,3 91.61089,4 1}
{0 22.91202,1 254.589,2 0.149372,3 96.34882,4 1}
{0 46.32201,1 141.449,2 -0.133473,3 125.5839,4 1}
{0 19.7517,1 79.816,2 -0.159145,3 124.1117,4 1}
{0 80.83099,1 192.01,2 0.227566,3 147.2438,4 1}
{0 24.42999,1 67.209,2 0.416989,3 163.2181,4 1}
{0 22.27499,1 133.78,2 0.196939,3 93.96201,4 1}
{0 26.3573,1 143.5983,2 0.072816,3 130.5415,4 1}
{0 34.73141,1 88.53339,2 -0.105023,3 131.7308,4 1}
{0 25.48869,1 91.0257,2 -0.151736,3 152.509,4 1}
{0 18.4634,1 118.0566,2 -0.194918,3 129.8631,4 1}
{0 90.21997,1 280.65,2 -0.168581,3 154.4948,4 1}
{0 20.93298,1 172.323,2 0.132875,3 77.55367,4 1}
{0 42.372,1 154.842,2 0.162838,3 146.8922,4 1}
{0 19.4506,1 91.14081,2 -0.415119,3 131.2831,4 1}
{0 38.194,1 227.103,2 0.190039,3 137.1499,4 1}
{0 23.4493,1 53.0244,2 0.287211,3 94.28611,4 1}
{0 60.29001,1 229.412,2 0.121435,3 151.2511,4 1}
{0 42.58899,1 191.452,2 0.104749,3 131.4617,4 1}
{0 28.12399,1 55.599,2 0.231028,3 107.0332,4 1}
{0 19.1577,1 68.5072,2 0.219826,3 80.16022,4 1}
{0 27.5483,1 96.52171,2 -0.132087,3 129.8686,4 1}
{0 80.70599,1 302.606,2 -0.124271,3 154.2037,4 1}
{0 79.2672,1 61.0602,2 0.437671,3 127.8196,4 1}
{0 91.65002,1 132.04,2 -0.146653,3 141.4758,4 1}
{0 30.27798,1 232.686,2 -0.240787,3 147.3042,4 1}
{0 25.3379,1 85.742,2 -0.158574,3 110.667,4 1}
{0 24.612,1 111.89,2 0.265945,3 125.0346,4 1}
{0 47.6331,1 60.0796,2 -0.1005,3 146.5351,4 1}
{0 31.812,1 159.401,2 -0.220223,3 156.6482,4 1}
{0 31.944,1 141.711,2 0.184563,3 128.9293,4 1}
{0 24.258,1 49.742,2 -0.172707,3 99.7409,4 1}
{0 59.07498,1 283.153,2 -0.158767,3 122.9306,4 1}
{0 26.2327,1 63.9977,2 0.236528,3 98.91966,4 1}
{0 115.9301,1 338.9701,2 -0.116882,3 156.239,4 1}
{0 58.11902,1 263.665,2 -0.09221,3 159.5486,4 1}
{0 33.77899,1 264.645,2 -0.166074,3 161.2708,4 1}
{0 24.718,1 137.032,2 0.210096,3 127.2566,4 1}
{0 29.82479,1 55.5694,2 -0.207723,3 123.1229,4 1}
{0 41.147,1 184.058,2 0.155812,3 129.4209,4 1}
{0 112.15,1 306.98,2 -0.158777,3 169.1453,4 1}
{0 41.561,1 197.184,2 -0.08092,3 117.149,4 1}
{0 26.358,1 150.879,2 0.253566,3 152.8084,4 1}
{0 17.888,1 87.36,2 0.472881,3 149.3779,4 1}
{0 30.90401,1 41.067,2 -0.182179,3 130.8272,4 1}
{0 17.8994,1 87.8584,2 0.174985,3 133.0629,4 1}
{0 65.1097,1 34.2087,2 0.139351,3 103.3912,4 1}
{0 19.8223,1 52.8472,2 0.306119,3 92.70405,4 1}
{0 72.58197,1 116.6619,2 -0.276823,3 146.8592,4 1}
{0 23.87,1 51.02002,2 0.259486,3 174.8061,4 1}
{0 40.08301,1 188.678,2 -0.110941,3 104.0861,4 1}
{0 93.755,1 367.796,2 0.247101,3 152.1712,4 1}
{0 18.9636,1 108.6379,2 0.304381,3 121.2799,4 1}
{0 81.06396,1 333.949,2 0.07343,3 155.9423,4 1}
{0 18.9327,1 48.6392,2 0.194927,3 96.94209,4 1}
{0 38.77798,1 189.458,2 -0.156966,3 119.9121,4 1}
{0 26.05402,1 169.746,2 0.118241,3 129.7478,4 1}
{0 19.7381,1 50.0896,2 -0.398081,3 98.08743,4 1}
{0 71.78699,1 309.813,2 -0.105474,3 165.3028,4 1}
{1 83.4737,2 0.236566,3 164.0009,4 1}
{0 67.5228,1 45.8089,2 0.487636,3 149.9602,4 1}
{0 18.7443,1 72.70909,2 -0.254326,3 131.0442,4 1}
{0 93.62,1 213.92,2 -0.102849,3 122.0957,4 1}
{0 25.90199,1 128.459,2 0.178296,3 132.0879,4 1}
{0 54.59801,1 143.204,2 0.079773,3 125.6608,4 1}
{0 63.21008,1 206.87,2 -0.163454,3 165.1408,4 1}
{0 22.4217,1 99.1468,2 -0.185934,3 107.5386,4 1}
{0 31.89001,1 61.46405,2 0.223685,3 166.7448,4 1}
{0 30.4533,1 135.0233,2 0.231724,3 173.886,4 1}
{0 23.01001,1 21.23999,2 0.140991,3 85.57656,4 1}
{0 16.53,1 126.487,2 0.186591,3 116.0366,4 1}
{0 39.801,1 117.907,2 -0.124797,3 155.2337,4 1}
{0 73.06799,1 223.58,2 -0.192,3 140.2783,4 1}
{0 34.6001,1 40.83008,2 0.099723,3 109.1234,4 1}
{0 21.5081,1 104.6827,2 -0.298846,3 179.9808,4 1}
{0 21.2416,1 43.1905,2 0.22739,3 128.9348,4 1}
{0 19.474,1 184.242,2 0.30541,3 172.271,4 1}
{0 18.56998,1 243.577,2 -0.188113,3 67.45983,4 1}
{0 23.4665,1 79.6507,2 0.148837,3 132.8075,4 1}
{0 23.8942,1 67.4505,2 -0.16056,3 118.5525,4 1}
{0 38.34702,1 222.194,2 0.313591,3 175.1138,4 1}
{0 31.064,1 89.685,2 0.303,3 102.3694,4 1}
{0 124.7571,1 100.8871,2 0.396273,3 157.0629,4 1}
{0 54.07996,1 122.37,2 -0.191091,3 154.4536,4 1}
{0 23.9721,1 43.7253,2 -0.414786,3 99.41405,4 1}
{0 74.38202,1 226.2921,2 0.190206,3 147.1037,4 1}
{0 35.491,1 147.716,2 -0.243283,3 143.393,4 1}
{0 157.53,1 351.2201,2 -0.120884,3 148.1666,4 1}
{0 50.33401,1 191.497,2 0.177941,3 150.7952,4 1}
{0 56.0935,1 142.0394,2 -0.115857,3 133.7414,4 1}
{0 32.98999,1 68.69995,2 0.196543,3 168.1346,4 1}
{0 34.582,1 235.289,2 -0.135173,3 102.1332,4 1}
{0 23.6584,1 52.9624,2 0.14949,3 108.9119,4 1}
{0 25.224,1 61.5145,2 -0.275401,3 112.4578,4 1}
{0 43.69901,1 249.216,2 0.126325,3 157.1673,4 1}
{0 18.2172,1 67.3755,2 0.393427,3 112.1941,4 1}
{0 25.3946,1 105.4556,2 0.222909,3 122.417,4 1}
{0 53.90601,1 225.107,2 0.101163,3 108.3873,4 1}
{1 131.755,2 -0.36196,3 167.1266,4 1}
{0 31.46201,1 132.63,2 0.235024,3 99.65026,4 1}
{0 37.289,1 186.44,2 -0.165486,3 143.8132,4 1}
{0 29.323,1 77.34799,2 0.271082,3 129.8384,4 1}
{0 49.25104,1 285.235,2 0.097974,3 118.6267,4 1}
{0 38.14902,1 203.208,2 0.226424,3 100.3671,4 1}
{0 80.94501,1 239.815,2 0.17555,3 145.2195,4 1}
{0 70.37698,1 217.694,2 0.081899,3 113.3285,4 1}
{0 28.3838,1 94.7388,2 -0.067653,3 132.4202,4 1}
{0 21.022,1 50.00801,2 0.384174,3 159.9551,4 1}
{0 22.0868,1 61.88079,2 0.390567,3 93.30831,4 1}
{0 18.1014,1 94.6445,2 -0.11066,3 120.813,4 1}
{0 19.981,1 110.83,2 0.096185,3 96.96956,4 1}
{0 48.328,1 256.35,2 0.068006,3 161.6031,4 1}
{0 51.5,1 140.465,2 0.104445,3 129.6654,4 1}
{0 19.09399,1 201.332,2 0.219677,3 73.22224,4 1}
{0 28.90302,1 295.337,2 0.229219,3 159.0268,4 1}
{0 29.276,1 90.737,2 -0.117865,3 122.2412,4 1}
{0 26.05801,1 100.137,2 -0.207265,3 140.5008,4 1}
{0 185.0801,1 196.77,2 -0.148528,3 157.4282,4 1}
{0 64.03992,1 150.73,2 -0.155873,3 142.764,4 1}
{0 19.6961,1 71.7636,2 -0.250192,3 169.6095,4 1}
{0 35.144,1 150.941,2 0.178076,3 142.9618,4 1}
{0 32.38599,1 150.766,2 0.217847,3 104.1108,4 1}
{0 25.81299,1 105.268,2 0.188217,3 141.2616,4 1}
{0 24.236,1 148.2664,2 -0.163183,3 171.3976,4 1}
{0 20.46698,1 191.667,2 0.323867,3 144.835,4 1}
{0 22.19501,1 148.728,2 -0.05148,3 108.9888,4 1}
{0 35.22202,1 168.087,2 0.079306,3 117.6791,4 1}
{0 108.59,1 108.2101,2 -0.134003,3 136.6308,4 1}
{0 70.61304,1 184.391,2 0.096868,3 129.1243,4 1}
{0 19.637,1 62.725,2 0.137596,3 101.9767,4 1}
{0 38.836,1 117.9735,2 -0.207945,3 152.0558,4 1}
{0 21.7693,1 43.0215,2 0.238721,3 103.8773,4 1}
{0 38.75897,1 249.034,2 0.099699,3 108.6015,4 1}
{0 50.25098,1 413.3489,2 -0.157365,3 171.6667,4 1}
{0 66.30402,1 265.226,2 -0.08966,3 167.6979,4 1}
{0 26.4996,1 90.6985,2 -0.147655,3 123.5212,4 1}
{1 121.934,2 0.333726,3 174.1579,4 1}
{0 94.25,1 393.731,2 -0.149548,3 149.2323,4 1}
{0 19.87801,1 130.579,2 -0.221835,3 110.7027,4 1}
{0 19.81801,1 104.365,2 0.252827,3 91.77295,4 1}
{0 22.58101,1 176.42,2 0.105805,3 102.092,4 1}
{0 29.18599,1 140.571,2 0.213855,3 135.642,4 1}
{0 37.23799,1 189.371,2 0.099346,3 129.2781,4 1}
{0 48.06995,1 53.18994,2 0.215366,3 122.3236,4 1}
{0 20.61299,1 132.89,2 0.253779,3 144.3571,4 1}
{0 39.96899,1 182.478,2 -0.215878,3 118.4399,4 1}
{0 27.3774,1 99.75719,2 -0.116425,3 139.9075,4 1}
{0 80.5416,1 70.5706,2 0.163489,3 156.1346,4 1}
{0 35.989,1 124.648,2 -0.145286,3 112.9796,4 1}
{0 41.42499,1 274.182,2 -0.068956,3 131.5248,4 1}
{0 23.75604,1 237.061,2 0.082301,3 101.7267,4 1}
{0 44.52698,1 162.398,2 0.114102,3 103.3912,4 1}
{0 22.7267,1 110.2117,2 0.136292,3 131.3628,4 1}
{0 30.63101,1 100.026,2 -0.132656,3 101.3367,4 1}
{0 45.078,1 219.968,2 0.232514,3 174.9654,4 1}
{0 22.5056,1 85.3074,2 -0.154005,3 117.6873,4 1}
{0 73.884,1 266.018,2 -0.158803,3 147.5486,4 1}
{0 25.68698,1 242.249,2 0.28846,3 160.0897,4 1}
{0 27.2695,1 76.50549,2 -0.257991,3 107.8462,4 1}
{0 25.608,1 160.677,2 0.292539,3 169.7414,4 1}
{0 37.159,1 122.767,2 -0.190845,3 132.4037,4 1}
{0 96.16003,1 137.78,2 0.231539,3 161.9876,4 1}
{0 25.95898,1 141.889,2 0.150994,3 129.1517,4 1}
{0 17.3243,1 92.64201,2 0.163674,3 142.2696,4 1}
{0 18.966,1 94.67401,2 -0.231833,3 129.9565,4 1}
{0 39.409,1 220.18,2 0.155932,3 165.8714,4 1}
{0 40.65198,1 208.741,2 0.384186,3 167.5084,4 1}
{0 30.1488,1 110.6988,2 0.110477,3 132.3461,4 1}
{0 23.82599,1 220.181,2 0.319751,3 86.04898,4 1}
{0 27.379,1 64.979,2 0.181616,3 122.6587,4 1}
{0 21.9681,1 91.12251,2 -0.225358,3 132.6784,4 1}
{0 41.28098,1 151.527,2 0.08837,3 115.2593,4 1}
{0 54.87302,1 198.761,2 0.068013,3 112.4578,4 1}
{0 93.96997,1 243.66,2 -0.144959,3 160.5924,4 1}
{0 26.5272,1 80.3262,2 -0.316284,3 115.3555,4 1}
{0 32.17999,1 134.703,2 -0.188763,3 105.7423,4 1}
{0 26.75101,1 156.438,2 0.196683,3 92.00366,4 1}
{0 24.6365,1 62.2296,2 0.218781,3 101.1307,4 1}
{0 46.01196,1 131.958,2 0.034068,3 114.1442,4 1}
{0 36.894,1 87.284,2 0.111667,3 144.2087,4 1}
{0 22.19995,1 81.5,2 -0.280218,3 90.61112,4 1}
{0 27.18399,1 79.884,2 -0.1584,3 121.7633,4 1}
{0 54.51196,1 147.179,2 0.186953,3 153.6791,4 1}
{0 20.40421,1 70.76381,2 -0.400075,3 112.5017,4 1}
{0 28.3727,1 19.481,2 0.14669,3 146.5489,4 1}
{0 23.6588,1 154.4808,2 0.352261,3 104.0064,4 1}
{0 110.232,1 361.24,2 -0.146085,3 165.4072,4 1}
{0 38.255,1 155.735,2 0.054079,3 100.7269,4 1}
{0 19.43402,1 106.829,2 -0.126763,3 129.0748,4 1}
{0 31.55,1 133.034,2 -0.077675,3 125.7679,4 1}
{0 100.215,1 272.921,2 -0.143529,3 170.005,4 1}
{0 297.05,1 330.4701,2 -0.283567,3 177.7752,4 1}
{0 15.1235,1 171.3641,2 0.267808,3 134.45,4 1}
{0 26.87801,1 118.64,2 -0.113831,3 147.4745,4 1}
{0 39.827,1 147.577,2 -0.164595,3 159.9139,4 1}
{0 90.41797,1 380.208,2 -0.16508,3 162.1003,4 1}
{0 29.4015,1 237.4595,2 0.178517,3 148.9769,4 1}
{0 28.5002,1 133.8276,2 0.1734,3 145.5738,4 1}
{0 29.37101,1 129.047,2 0.147503,3 108.5878,4 1}
{0 31.41701,1 87.35301,2 0.150829,3 108.8075,4 1}
{0 19.2789,1 46.3561,2 0.118885,3 113.1884,4 1}
{0 21.521,1 165.104,2 0.086956,3 106.1653,4 1}
{0 22.3216,1 55.4159,2 -0.16128,3 120.412,4 1}
{0 26.685,1 83.06099,2 0.231286,3 89.80637,4 1}
{0 29.371,1 120.561,2 0.529674,3 163.2868,4 1}
{0 92.5367,1 97.58171,2 0.174122,3 172.3671,4 1}
{0 44.62099,1 166.06,2 0.237024,3 142.959,4 1}
{0 33.966,1 119.981,2 -0.159829,3 119.7583,4 1}
{0 75.86301,1 220.619,2 -0.219862,3 166.1845,4 1}
{0 125.894,1 157.987,2 0.136656,3 173.5207,4 1}
{0 82.91003,1 191.78,2 -0.101633,3 119.3216,4 1}
{0 31.31799,1 254.56,2 0.180592,3 95.89838,4 1}
{0 33.77499,1 98.476,2 0.167406,3 123.0982,4 1}
{0 93.18103,1 152.881,2 -0.143833,3 137.2982,4 1}
{0 27.29602,1 172.5161,2 -0.142894,3 136.3726,4 1}
{0 55.196,1 206.288,2 -0.181946,3 147.6201,4 1}
{0 19.4224,1 61.9192,2 0.146785,3 110.4472,4 1}
{0 40.4605,1 106.0065,2 0.115239,3 153.3083,4 1}
{0 38.02402,1 162.441,2 -0.152317,3 131.632,4 1}
{0 22.802,1 203.203,2 0.207211,3 140.0201,4 1}
{0 50.56599,1 241.603,2 0.15493,3 153.3577,4 1}
{0 25.9173,1 91.7593,2 0.270914,3 91.29504,4 1}
{0 47.87799,1 286.565,2 -0.165774,3 117.0117,4 1}
{0 35.96997,1 40.84998,2 -0.140565,3 109.7029,4 1}
{0 19.0503,1 70.2976,2 0.23127,3 104.553,4 1}
{0 43.6936,1 126.1794,2 -0.146048,3 126.3832,4 1}
{0 44.2207,1 112.2407,2 -0.207147,3 142.6816,4 1}
{0 21.2971,1 127.3781,2 0.457618,3 151.284,4 1}
{0 27.951,1 140.664,2 -0.161647,3 96.58503,4 1}
{0 21.6154,1 94.6991,2 -0.110883,3 155.4424,4 1}
{0 24.6832,1 72.0272,2 0.276077,3 160.6693,4 1}
{0 22.1766,1 46.5848,2 -0.304119,3 119.1733,4 1}
{0 50.02704,1 241.808,2 -0.196719,3 155.599,4 1}
{0 60.75,1 164.86,2 0.178697,3 135.5212,4 1}
{0 26.18799,1 120.576,2 0.443995,3 179.7885,4 1}
{0 32.366,1 67.98299,2 0.282456,3 112.672,4 1}
{0 20.46201,1 91.44499,2 0.395836,3 151.2785,4 1}
{0 33.133,1 161.342,2 -0.151447,3 98.44175,4 1}
{0 22.3976,1 119.8356,2 0.292821,3 168.2197,4 1}
{0 24.052,1 164.439,2 0.242003,3 143.9176,4 1}
{0 31.69099,1 117.92,2 0.116889,3 123.296,4 1}
{0 18.7481,1 61.1895,2 -0.383605,3 85.3431,4 1}
{1 101.3898,2 -0.255539,3 173.8091,4 1}
{0 52.00201,1 190.718,2 -0.152069,3 158.4417,4 1}
{0 24.475,1 39.5072,2 -0.176098,3 134.9938,4 1}
{0 54.90192,1 230.012,2 0.112473,3 108.2362,4 1}
{0 24.31879,1 71.4622,2 -0.344412,3 121.4914,4 1}
{0 24.8155,1 84.96351,2 0.245369,3 139.9707,4 1}
{0 45.30499,1 261.943,2 -0.231157,3 155.3381,4 1}
{0 64.51801,1 188.444,2 0.072656,3 133.3321,4 1}
{0 86.75299,1 308.861,2 -0.095224,3 143.0497,4 1}
{0 51.71198,1 280.761,2 -0.185228,3 152.6079,4 1}
{0 17.853,1 14.931,2 0.170604,3 63.52117}
{0 16.81499,1 26.202,2 0.148729,3 49.35408}
{0 17.9476,1 34.3916,2 0.607429,3 153.5747}
{0 16.437,1 0.208,2 0.402867,3 35.51385}
{0 16.3522,1 31.4436,2 -0.268316,3 30.86381}
{0 18.20799,1 40.19299,2 0.521257,3 124.6281}
{0 16.103,1 33.821,2 0.299191,3 141.3028}
{0 19.4605,1 19.9087,2 0.333859,3 104.2014}
{0 17.79501,1 32.36301,2 0.536576,3 148.9384}
{0 20.011,1 30.1346,2 0.171812,3 120.2829}
{0 17.638,1 31.446,2 0.299098,3 65.17738}
{0 19.7101,1 48.75809,2 0.35715,3 90.11398}
{0 10.377,1 24.863,2 0.17392,3 112.5539}
{0 19.2609,1 33.1139,2 0.302217,3 75.60632}
{0 16.5484,1 85.7265,2 0.406268,3 36.90364}
{0 17.0045,1 19.3535,2 0.122597,3 62.57633}
{0 16.3459,1 61.59891,2 0.182839,3 30.39139}
{0 19.684,1 38.19201,2 -0.369461,3 81.8494}
{0 16.694,1 3.572998,2 0.20118,3 41.46578}
{0 16.416,1 25.1058,2 -0.172254,3 41.14443}
{0 19.0096,1 53.7716,2 0.432876,3 146.7356}
{0 27.57899,1 28.44499,2 0.295944,3 125.9052}
{0 21.632,1 28.911,2 -0.378073,3 87.63653}
{0 14.0126,1 46.6335,2 -0.317623,3 143.6896}
{0 17.5135,1 52.6762,2 -0.209373,3 56.78096}
{0 15.9496,1 30.7876,2 0.237197,3 118.3026}
{0 70.0734,1 15.9625,2 0.150805,3 154.3767}
{0 16.552,1 47.255,2 0.424694,3 38.34836}
{0 16.3405,1 15.9462,2 0.332479,3 32.06409}
{0 17.34579,1 16.1516,2 0.26008,3 140.8277}
{0 16.4056,1 38.7808,2 0.25119,3 32.78645}
{0 19.6615,1 51.4478,2 0.289876,3 110.5214}
{0 16.4668,1 9.338303,2 0.504903,3 135.8151}
{0 19.72169,1 45.8312,2 0.103838,3 106.2943}
{0 16.5392,1 42.0842,2 0.37873,3 134.3236}
{0 16.942,1 38.0708,2 -0.331574,3 144.228}
{0 19.1113,1 24.0497,2 0.197138,3 72.57954}
{0 20.3626,1 30.089,2 -0.160471,3 91.49828}
{0 16.944,1 58.91,2 -0.277317,3 46.27787}
{0 16.5274,1 31.1534,2 0.420935,3 127.4983}
